// export const csvData = `Heb Sort	Greek Sort	BSB Sort	Verse	Language	WLC / Nestle Base TR RP WH NE NA SBL	WLC / Nestle Base {TR} ⧼RP⧽ (WH) 〈NE〉 [NA] ‹SBL› [[ECM]]	Translit	Parsing	Parsing	Str Heb	Str Grk	VerseId	Hdg	Crossref	Par		“	 BSB version 	pnc	”	footnotes	End text
Heb Sort	Greek Sort	BSB Sort	Verse	Language	WLC / Nestle Base TR RP WH NE NA SBL	WLC / Nestle Base {TR} ⧼RP⧽ (WH) 〈NE〉 [NA] ‹SBL› [[ECM]]	Translit	Parsing	Parsing	Str Heb	Str Grk	VerseId	Hdg	Crossref	Par	Space	begQ	 BSB version 	pnc	endQ	footnotes	End text
28001	0	27884	1195	Hebrew	יוֹסֵֽף׃	יוֹסֵֽף׃	yō·w·sêp̄	N-proper-ms	Noun - proper - masculine singular	3130								 Joseph 				
27999	0	27885	1195	Hebrew	פָּתַ֛ר	פָּתַ֛ר	pā·ṯar	V-Qal-Perf-3ms	Verb - Qal - Perfect - third person masculine singular	6622								 had described 				
28000	0	27886	1195	Hebrew	לָהֶ֖ם	לָהֶ֖ם	lā·hem	Prep | 3mp	Preposition | third person masculine plural									 to them {in his interpretation} 	.		Literally <i>had interpreted to them</i>	
28002	0	27887	1195	Hebrew																		
28003	0	27888	1195	Hebrew																		
28004	0	27889	1195	Hebrew																		
28005	0	27890	1195	Hebrew																		
28006	0	27891	1195	Hebrew																		
28007	0	27892	1195	Hebrew																		
28008	0	27893	1195	Hebrew																		
28009	0	27894	1195	Hebrew																		
28010	0	27895	1195	Hebrew																		
28011	0	27896	1195	Hebrew																		
28014	0	27897	1196	Hebrew	שַֽׂר־	שַֽׂר־	śar-	N-msc	Noun - masculine singular construct	8269		Genesis 40:23			<p class=|reg|>			 The chief 				
28015	0	27898	1196	Hebrew	הַמַּשְׁקִ֛ים	הַמַּשְׁקִ֛ים	ham·maš·qîm	Art | N-mp	Article | Noun - masculine plural	4945								 cupbearer 	,			
28016	0	27899	1196	Hebrew	אֶת־	אֶת־	’eṯ-	DirObjM	Direct object marker	853								 - 				
28012	0	27900	1196	Hebrew	וְלֹֽא־	וְלֹֽא־	wə·lō-	Conj-w | Adv-NegPrt	Conjunctive waw | Adverb - Negative particle	3808								 however, did not 				
28013	0	27901	1196	Hebrew	זָכַ֧ר	זָכַ֧ר	zā·ḵar	V-Qal-Perf-3ms	Verb - Qal - Perfect - third person masculine singular	2142								 remember 				
28017	0	27902	1196	Hebrew	יוֹסֵ֖ף	יוֹסֵ֖ף	yō·w·sêp̄	N-proper-ms	Noun - proper - masculine singular	3130								 Joseph 	;			
28018	0	27903	1196	Hebrew	וַיִּשְׁכָּחֵֽהוּ׃פ	וַיִּשְׁכָּחֵֽהוּ׃פ	way·yiš·kā·ḥê·hū	Conj-w | V-Qal-ConsecImperf-3ms | 3ms	Conjunctive waw | Verb - Qal - Consecutive imperfect - third person masculine singular | third person masculine singular	7911								 he forgot all about him 	.			
28020	0	27904	1196	Hebrew																		
28021	0	27905	1196	Hebrew																		
28022	0	27906	1196	Hebrew																		
28023	0	27907	1196	Hebrew																		
28024	0	27908	1196	Hebrew																		
28025	0	27909	1196	Hebrew																		
28026	0	27910	1196	Hebrew																		
28027	0	27911	1196	Hebrew																		
28028	0	27912	1196	Hebrew																		
28029	0	27913	1196	Hebrew																		
28030	0	27914	1197	Hebrew	וַיְהִ֕י	וַיְהִ֕י	way·hî	Conj-w | V-Qal-ConsecImperf-3ms	Conjunctive waw | Verb - Qal - Consecutive imperfect - third person masculine singular	1961		Genesis 41:1	<p class=|hdg|>The Dreams of Pharaoh		<p class=|reg|>			 After 				
28032	0	27915	1197	Hebrew	שְׁנָתַ֣יִם	שְׁנָתַ֣יִם	šə·nā·ṯa·yim	N-fd	Noun - fd	8141								 two full years 				
28033	0	27916	1197	Hebrew	יָמִ֑ים	יָמִ֑ים	yā·mîm	N-mp	Noun - masculine plural	3117								 . . . 				
28031	0	27917	1197	Hebrew	מִקֵּ֖ץ	מִקֵּ֖ץ	miq·qêṣ	Prep-m | N-msc	Preposition-m | Noun - masculine singular construct	7093								 had passed 	,			
28034	0	27918	1197	Hebrew	וּפַרְעֹ֣ה	וּפַרְעֹ֣ה	ū·p̄ar·‘ōh	Conj-w | N-proper-ms	Conjunctive waw | Noun - proper - masculine singular	6547								 Pharaoh 				
28035	0	27919	1197	Hebrew	חֹלֵ֔ם	חֹלֵ֔ם	ḥō·lêm	V-Qal-Prtcpl-ms	Verb - Qal - Participle - masculine singular	2492								 had a dream 	:			
28036	0	27920	1197	Hebrew	וְהִנֵּ֖ה	וְהִנֵּ֖ה	wə·hin·nêh	Conj-w | Interjection	Conjunctive waw | Interjection	2009								 . . . 				
28037	0	27921	1197	Hebrew	עֹמֵ֥ד	עֹמֵ֥ד	‘ō·mêḏ	V-Qal-Prtcpl-ms	Verb - Qal - Participle - masculine singular	5975								 He was standing 				
28038	0	27922	1197	Hebrew	עַל־	עַל־	‘al-	Prep	Preposition	5921								 beside 				
28039	0	27923	1197	Hebrew	הַיְאֹֽר׃	הַיְאֹֽר׃	hay·’ōr	Art | N-proper-fs	Article | Noun - proper - feminine singular	2975								 the Nile 	,			
28040	0	27924	1197	Hebrew																		
28041	0	27925	1197	Hebrew																		
28042	0	27926	1197	Hebrew																		
28043	0	27927	1197	Hebrew																		
28044	0	27928	1197	Hebrew																		
28045	0	27929	1197	Hebrew																		
28046	0	27930	1197	Hebrew																		
28047	0	27931	1197	Hebrew																		
28048	0	27932	1197	Hebrew																		
28049	0	27933	1197	Hebrew																		
28050	0	27934	1198	Hebrew	וְהִנֵּ֣ה	וְהִנֵּ֣ה	wə·hin·nêh	Conj-w | Interjection	Conjunctive waw | Interjection	2009		Genesis 41:2						 - 				
28054	0	27935	1198	Hebrew	שֶׁ֣בַע	שֶׁ֣בַע	še·ḇa‘	Number-fs	Number - feminine singular	7651								 when seven 				
28055	0	27936	1198	Hebrew	פָּר֔וֹת	פָּר֔וֹת	pā·rō·wṯ	N-fp	Noun - feminine plural	6510								 cows 	,			
28056	0	27937	1198	Hebrew	יְפ֥וֹת	יְפ֥וֹת	yə·p̄ō·wṯ	Adj-fpc	Adjective - feminine plural construct	3303								 sleek 				
28057	0	27938	1198	Hebrew	מַרְאֶ֖ה	מַרְאֶ֖ה	mar·’eh	N-ms	Noun - masculine singular	4758								 . . . 				
28058	0	27939	1198	Hebrew	וּבְרִיאֹ֣ת	וּבְרִיאֹ֣ת	ū·ḇə·rî·’ōṯ	Conj-w | Adj-fpc	Conjunctive waw | Adjective - feminine plural construct	1277								 and well-fed 				
28059	0	27940	1198	Hebrew	בָּשָׂ֑ר	בָּשָׂ֑ר	bā·śār	N-ms	Noun - masculine singular	1320								 . . . 	,			
28053	0	27941	1198	Hebrew	עֹלֹת֙	עֹלֹת֙	‘ō·lōṯ	V-Qal-Prtcpl-fp	Verb - Qal - Participle - feminine plural	5927								 came up 				
28051	0	27942	1198	Hebrew	מִן־	מִן־	min-	Prep	Preposition	4480								 from 				
28052	0	27943	1198	Hebrew	הַיְאֹ֗ר	הַיְאֹ֗ר	hay·’ōr	Art | N-proper-fs	Article | Noun - proper - feminine singular	2975								 the river 				
28060	0	27944	1198	Hebrew	וַתִּרְעֶ֖ינָה	וַתִּרְעֶ֖ינָה	wat·tir·‘e·nāh	Conj-w | V-Qal-ConsecImperf-3fp	Conjunctive waw | Verb - Qal - Consecutive imperfect - third person feminine plural	7462								 and began to graze 				
28061	0	27945	1198	Hebrew	בָּאָֽחוּ׃	בָּאָֽחוּ׃	bā·’ā·ḥū	Prep-b, Art | N-ms	Preposition-b, Article | Noun - masculine singular	260								 among the reeds 	.			
28062	0	27946	1198	Hebrew																		
28063	0	27947	1198	Hebrew																		
28064	0	27948	1198	Hebrew																		
28065	0	27949	1198	Hebrew																		
28066	0	27950	1198	Hebrew																		
28067	0	27951	1198	Hebrew																		
28068	0	27952	1198	Hebrew																		
28069	0	27953	1198	Hebrew																		
28070	0	27954	1198	Hebrew																		
28071	0	27955	1198	Hebrew																		
28072	0	27956	1199	Hebrew	וְהִנֵּ֞ה	וְהִנֵּ֞ה	wə·hin·nêh	Conj-w | Interjection	Conjunctive waw | Interjection	2009		Genesis 41:3						 - 				
28077	0	27957	1199	Hebrew	אַחֲרֵיהֶן֙	אַחֲרֵיהֶן֙	’a·ḥă·rê·hen	Prep | 3fp	Preposition | third person feminine plural	310								 After them 	,			
28073	0	27958	1199	Hebrew	שֶׁ֧בַע	שֶׁ֧בַע	še·ḇa‘	Number-fs	Number - feminine singular	7651								 seven 				
28075	0	27959	1199	Hebrew	אֲחֵר֗וֹת	אֲחֵר֗וֹת	’ă·ḥê·rō·wṯ	Adj-fp	Adjective - feminine plural	312								 other 				
28074	0	27960	1199	Hebrew	פָּר֣וֹת	פָּר֣וֹת	pā·rō·wṯ	N-fp	Noun - feminine plural	6510								 cows 	,			
28080	0	27961	1199	Hebrew	רָע֥וֹת	רָע֥וֹת	rā·‘ō·wṯ	Adj-fpc	Adjective - feminine plural construct	7451								 sickly 				
28081	0	27962	1199	Hebrew	מַרְאֶ֖ה	מַרְאֶ֖ה	mar·’eh	N-ms	Noun - masculine singular	4758								 . . . 				
28082	0	27963	1199	Hebrew	וְדַקּ֣וֹת	וְדַקּ֣וֹת	wə·ḏaq·qō·wṯ	Conj-w | Adj-fpc	Conjunctive waw | Adjective - feminine plural construct	1851								 and thin 				
28083	0	27964	1199	Hebrew	בָּשָׂ֑ר	בָּשָׂ֑ר	bā·śār	N-ms	Noun - masculine singular	1320								 . . . 	,			
28076	0	27965	1199	Hebrew	עֹל֤וֹת	עֹל֤וֹת	‘ō·lō·wṯ	V-Qal-Prtcpl-fp	Verb - Qal - Participle - feminine plural	5927								 came up 				
28078	0	27966	1199	Hebrew	מִן־	מִן־	min-	Prep	Preposition	4480								 from 				
28079	0	27967	1199	Hebrew	הַיְאֹ֔ר	הַיְאֹ֔ר	hay·’ōr	Art | N-proper-fs	Article | Noun - proper - feminine singular	2975								 the Nile 				
28084	0	27968	1199	Hebrew	וַֽתַּעֲמֹ֛דְנָה	וַֽתַּעֲמֹ֛דְנָה	wat·ta·‘ă·mō·ḏə·nāh	Conj-w | V-Qal-ConsecImperf-3fp	Conjunctive waw | Verb - Qal - Consecutive imperfect - third person feminine plural	5975								 and stood 				
28085	0	27969	1199	Hebrew	אֵ֥צֶל	אֵ֥צֶל	’ê·ṣel	Prep	Preposition	681								 beside 				
28086	0	27970	1199	Hebrew	הַפָּר֖וֹת	הַפָּר֖וֹת	hap·pā·rō·wṯ	Art | N-fp	Article | Noun - feminine plural	6510								 the [well-fed] cows 				
28087	0	27971	1199	Hebrew	עַל־	עַל־	‘al-	Prep	Preposition	5921								 on 				
28088	0	27972	1199	Hebrew	שְׂפַ֥ת	שְׂפַ֥ת	śə·p̄aṯ	N-fsc	Noun - feminine singular construct	8193								 the bank 				
28089	0	27973	1199	Hebrew	הַיְאֹֽר׃	הַיְאֹֽר׃	hay·’ōr	Art | N-proper-fs	Article | Noun - proper - feminine singular	2975								 of the river 	.			
28090	0	27974	1199	Hebrew																		
28091	0	27975	1199	Hebrew																		
28092	0	27976	1199	Hebrew																		
28093	0	27977	1199	Hebrew																		
28094	0	27978	1199	Hebrew																		
28095	0	27979	1199	Hebrew																		
28096	0	27980	1199	Hebrew																		
28097	0	27981	1199	Hebrew																		
28098	0	27982	1199	Hebrew																		
28099	0	27983	1199	Hebrew																		
28101	0	27984	1200	Hebrew	הַפָּר֗וֹת	הַפָּר֗וֹת	hap·pā·rō·wṯ	Art | N-fp	Article | Noun - feminine plural	6510		Genesis 41:4						 And the cows 				
28102	0	27985	1200	Hebrew	רָע֤וֹת	רָע֤וֹת	rā·‘ō·wṯ	Adj-fpc	Adjective - feminine plural construct	7451								 [that were] sickly 				
28103	0	27986	1200	Hebrew	הַמַּרְאֶה֙	הַמַּרְאֶה֙	ham·mar·’eh	Art | N-ms	Article | Noun - masculine singular	4758								 . . . 				
28104	0	27987	1200	Hebrew	וְדַקֹּ֣ת	וְדַקֹּ֣ת	wə·ḏaq·qōṯ	Conj-w | Adj-fpc	Conjunctive waw | Adjective - feminine plural construct	1851								 and thin 				
28105	0	27988	1200	Hebrew	הַבָּשָׂ֔ר	הַבָּשָׂ֔ר	hab·bā·śār	Art | N-ms	Article | Noun - masculine singular	1320								 . . . 				
28106	0	27989	1200	Hebrew	אֵ֚ת	אֵ֚ת	’êṯ	DirObjM	Direct object marker	853								 - 				
28100	0	27990	1200	Hebrew	וַתֹּאכַ֣לְנָה	וַתֹּאכַ֣לְנָה	wat·tō·ḵal·nāh	Conj-w | V-Qal-ConsecImperf-3fp	Conjunctive waw | Verb - Qal - Consecutive imperfect - third person feminine plural	398								 devoured 				
28107	0	27991	1200	Hebrew	שֶׁ֣בַע	שֶׁ֣בַע	še·ḇa‘	Number-fs	Number - feminine singular	7651								 the seven 				
28109	0	27992	1200	Hebrew	יְפֹ֥ת	יְפֹ֥ת	yə·p̄ōṯ	Adj-fpc	Adjective - feminine plural construct	3303								 sleek 				
28110	0	27993	1200	Hebrew	הַמַּרְאֶ֖ה	הַמַּרְאֶ֖ה	ham·mar·’eh	Art | N-ms	Article | Noun - masculine singular	4758								 . . . 	,			
28111	0	27994	1200	Hebrew	וְהַבְּרִיאֹ֑ת	וְהַבְּרִיאֹ֑ת	wə·hab·bə·rî·’ōṯ	Conj-w, Art | Adj-fp	Conjunctive waw, Article | Adjective - feminine plural	1277								 well-fed 				
28108	0	27995	1200	Hebrew	הַפָּר֔וֹת	הַפָּר֔וֹת	hap·pā·rō·wṯ	Art | N-fp	Article | Noun - feminine plural	6510								 cows 	.			
28113	0	27996	1200	Hebrew	פַּרְעֹֽה׃	פַּרְעֹֽה׃	par·‘ōh	N-proper-ms	Noun - proper - masculine singular	6547					<p class=|reg|>			 Then Pharaoh 				
28112	0	27997	1200	Hebrew	וַיִּיקַ֖ץ	וַיִּיקַ֖ץ	way·yî·qaṣ	Conj-w | V-Qal-ConsecImperf-3ms	Conjunctive waw | Verb - Qal - Consecutive imperfect - third person masculine singular	3364								 woke up 	,			
28114	0	27998	1200	Hebrew																		
28115	0	27999	1200	Hebrew																		
28116	0	28000	1200	Hebrew																		
28117	0	28001	1200	Hebrew																		
28118	0	28002	1200	Hebrew																		
28119	0	28003	1200	Hebrew																		
28120	0	28004	1200	Hebrew																		
28121	0	28005	1200	Hebrew																		
28122	0	28006	1200	Hebrew																		
28123	0	28007	1200	Hebrew																		
28124	0	28008	1201	Hebrew	וַיִּישָׁ֕ן	וַיִּישָׁ֕ן	way·yî·šān	Conj-w | V-Qal-ConsecImperf-3ms	Conjunctive waw | Verb - Qal - Consecutive imperfect - third person masculine singular	3462		Genesis 41:5						 but he fell back asleep 				
28125	0	28009	1201	Hebrew	וַֽיַּחֲלֹ֖ם	וַֽיַּחֲלֹ֖ם	way·ya·ḥă·lōm	Conj-w | V-Qal-ConsecImperf-3ms	Conjunctive waw | Verb - Qal - Consecutive imperfect - third person masculine singular	2492								 and dreamed 				
28126	0	28010	1201	Hebrew	שֵׁנִ֑ית	שֵׁנִ֑ית	šê·nîṯ	Number-ofsc	Number - ordinal feminine singular construct	8145								 a second time 	:			
28127	0	28011	1201	Hebrew	וְהִנֵּ֣ה׀	וְהִנֵּ֣ה׀	wə·hin·nêh	Conj-w | Interjection	Conjunctive waw | Interjection	2009								 . . . 				
28128	0	28012	1201	Hebrew	שֶׁ֣בַע	שֶׁ֣בַע	še·ḇa‘	Number-fs	Number - feminine singular	7651								 Seven 				
28129	0	28013	1201	Hebrew	שִׁבֳּלִ֗ים	שִׁבֳּלִ֗ים	šib·bo·lîm	N-fp	Noun - feminine plural	7641								 heads of grain 	,			
28133	0	28014	1201	Hebrew	בְּרִיא֥וֹת	בְּרִיא֥וֹת	bə·rî·’ō·wṯ	Adj-fp	Adjective - feminine plural	1277								 plump 				
28134	0	28015	1201	Hebrew	וְטֹבֽוֹת׃	וְטֹבֽוֹת׃	wə·ṭō·ḇō·wṯ	Conj-w | Adj-fp	Conjunctive waw | Adjective - feminine plural	2896								 and ripe 	,			
28130	0	28016	1201	Hebrew	עֹל֛וֹת	עֹל֛וֹת	‘ō·lō·wṯ	V-Qal-Prtcpl-fp	Verb - Qal - Participle - feminine plural	5927								 came up 				
28132	0	28017	1201	Hebrew	אֶחָ֖ד	אֶחָ֖ד	’e·ḥāḏ	Number-ms	Number - masculine singular	259								 on one 				
28131	0	28018	1201	Hebrew	בְּקָנֶ֥ה	בְּקָנֶ֥ה	bə·qā·neh	Prep-b | N-ms	Preposition-b | Noun - masculine singular	7070								 stalk 	.			
28135	0	28019	1201	Hebrew																		
28136	0	28020	1201	Hebrew																		
28137	0	28021	1201	Hebrew																		
28138	0	28022	1201	Hebrew																		
28139	0	28023	1201	Hebrew																		
28140	0	28024	1201	Hebrew																		
28141	0	28025	1201	Hebrew																		
28142	0	28026	1201	Hebrew																		
28143	0	28027	1201	Hebrew																		
28144	0	28028	1201	Hebrew																		
28145	0	28029	1202	Hebrew	וְהִנֵּה֙	וְהִנֵּה֙	wə·hin·nêh	Conj-w | Interjection	Conjunctive waw | Interjection	2009		Genesis 41:6						 - 				
28152	0	28030	1202	Hebrew	אַחֲרֵיהֶֽן׃	אַחֲרֵיהֶֽן׃	’a·ḥă·rê·hen	Prep | 3fp	Preposition | third person feminine plural	310								 After them 	,			
28146	0	28031	1202	Hebrew	שֶׁ֣בַע	שֶׁ֣בַע	še·ḇa‘	Number-fs	Number - feminine singular	7651								 seven other 				
28147	0	28032	1202	Hebrew	שִׁבֳּלִ֔ים	שִׁבֳּלִ֔ים	šib·bo·lîm	N-fp	Noun - feminine plural	7641								 heads of grain 				
28151	0	28033	1202	Hebrew	צֹמְח֖וֹת	צֹמְח֖וֹת	ṣō·mə·ḥō·wṯ	V-Qal-Prtcpl-fp	Verb - Qal - Participle - feminine plural	6779								 sprouted 	,			
28148	0	28034	1202	Hebrew	דַּקּ֖וֹת	דַּקּ֖וֹת	daq·qō·wṯ	Adj-fp	Adjective - feminine plural	1851								 thin 				
28149	0	28035	1202	Hebrew	וּשְׁדוּפֹ֣ת	וּשְׁדוּפֹ֣ת	ū·šə·ḏū·p̄ōṯ	Conj-w | V-Qal-QalPassPrtcpl-fpc	Conjunctive waw | Verb - Qal - QalPassParticiple - feminine plural construct	7710								 and scorched 				
28150	0	28036	1202	Hebrew	קָדִ֑ים	קָדִ֑ים	qā·ḏîm	N-ms	Noun - masculine singular	6921								 by the east wind 	.			
28153	0	28037	1202	Hebrew																		
28154	0	28038	1202	Hebrew																		
28155	0	28039	1202	Hebrew																		
28156	0	28040	1202	Hebrew																		
28157	0	28041	1202	Hebrew																		
28158	0	28042	1202	Hebrew																		
28159	0	28043	1202	Hebrew																		
28160	0	28044	1202	Hebrew																		
28161	0	28045	1202	Hebrew																		
28162	0	28046	1202	Hebrew																		
28165	0	28047	1203	Hebrew	הַדַּקּ֔וֹת	הַדַּקּ֔וֹת	had·daq·qō·wṯ	Art | Adj-fp	Article | Adjective - feminine plural	1851		Genesis 41:7						 And the thin 				
28166	0	28048	1203	Hebrew	אֵ֚ת	אֵ֚ת	’êṯ	DirObjM	Direct object marker	853								 - 				
28164	0	28049	1203	Hebrew	הַשִּׁבֳּלִ֣ים	הַשִּׁבֳּלִ֣ים	haš·šib·bo·lîm	Art | N-fp	Article | Noun - feminine plural	7641								 heads of grain 				
28163	0	28050	1203	Hebrew	וַתִּבְלַ֙עְנָה֙	וַתִּבְלַ֙עְנָה֙	wat·tiḇ·la‘·nāh	Conj-w | V-Qal-ConsecImperf-3fp	Conjunctive waw | Verb - Qal - Consecutive imperfect - third person feminine plural	1104								 swallowed up 				
28167	0	28051	1203	Hebrew	שֶׁ֣בַע	שֶׁ֣בַע	še·ḇa‘	Number-fs	Number - feminine singular	7651								 the seven 				
28169	0	28052	1203	Hebrew	הַבְּרִיא֖וֹת	הַבְּרִיא֖וֹת	hab·bə·rî·’ō·wṯ	Art | Adj-fp	Article | Adjective - feminine plural	1277								 plump 	,			
28170	0	28053	1203	Hebrew	וְהַמְּלֵא֑וֹת	וְהַמְּלֵא֑וֹת	wə·ham·mə·lê·’ō·wṯ	Conj-w, Art | Adj-fp	Conjunctive waw, Article | Adjective - feminine plural	4392								 ripe 				
28168	0	28054	1203	Hebrew	הַֽשִּׁבֳּלִ֔ים	הַֽשִּׁבֳּלִ֔ים	haš·šib·bo·lîm	Art | N-fp	Article | Noun - feminine plural	7641								 ones 	.			
28172	0	28055	1203	Hebrew	פַּרְעֹ֖ה	פַּרְעֹ֖ה	par·‘ōh	N-proper-ms	Noun - proper - masculine singular	6547								 Then Pharaoh 				
28171	0	28056	1203	Hebrew	וַיִּיקַ֥ץ	וַיִּיקַ֥ץ	way·yî·qaṣ	Conj-w | V-Qal-ConsecImperf-3ms	Conjunctive waw | Verb - Qal - Consecutive imperfect - third person masculine singular	3364								 awoke 				
28173	0	28057	1203	Hebrew	וְהִנֵּ֥ה	וְהִנֵּ֥ה	wə·hin·nêh	Conj-w | Interjection	Conjunctive waw | Interjection	2009								 and realized 				
28174	0	28058	1203	Hebrew	חֲלֽוֹם׃	חֲלֽוֹם׃	ḥă·lō·wm	N-ms	Noun - masculine singular	2472								 it was a dream 	.			
28175	0	28059	1203	Hebrew																		
28176	0	28060	1203	Hebrew																		
28177	0	28061	1203	Hebrew																		
28178	0	28062	1203	Hebrew																		
28179	0	28063	1203	Hebrew																		
28180	0	28064	1203	Hebrew																		
28181	0	28065	1203	Hebrew																		
28182	0	28066	1203	Hebrew																		
28183	0	28067	1203	Hebrew																		
28184	0	28068	1203	Hebrew																		
28186	0	28069	1204	Hebrew	בַבֹּ֙קֶר֙	בַבֹּ֙קֶר֙	ḇab·bō·qer	Prep-b, Art | N-ms	Preposition-b, Article | Noun - masculine singular	1242		Genesis 41:8			<p class=|reg|>			 In the morning 				
28185	0	28070	1204	Hebrew	וַיְהִ֤י	וַיְהִ֤י	way·hî	Conj-w | V-Qal-ConsecImperf-3ms	Conjunctive waw | Verb - Qal - Consecutive imperfect - third person masculine singular	1961								 . . . 				
28188	0	28071	1204	Hebrew	רוּח֔וֹ	רוּח֔וֹ	rū·ḥōw	N-csc | 3ms	Noun - common singular construct | third person masculine singular	7307								 his spirit 				
28187	0	28072	1204	Hebrew	וַתִּפָּ֣עֶם	וַתִּפָּ֣עֶם	wat·tip·pā·‘em	Conj-w | V-Nifal-ConsecImperf-3fs	Conjunctive waw | Verb - Nifal - Consecutive imperfect - third person feminine singular	6470								 was troubled 	,			
28189	0	28073	1204	Hebrew	וַיִּשְׁלַ֗ח	וַיִּשְׁלַ֗ח	way·yiš·laḥ	Conj-w | V-Qal-ConsecImperf-3ms	Conjunctive waw | Verb - Qal - Consecutive imperfect - third person masculine singular	7971								 so he summoned 				
28190	0	28074	1204	Hebrew	וַיִּקְרָ֛א	וַיִּקְרָ֛א	way·yiq·rā	Conj-w | V-Qal-ConsecImperf-3ms	Conjunctive waw | Verb - Qal - Consecutive imperfect - third person masculine singular	7121								 . . . 				
28191	0	28075	1204	Hebrew	אֶת־	אֶת־	’eṯ-	DirObjM	Direct object marker	853								 - 				
28192	0	28076	1204	Hebrew	כָּל־	כָּל־	kāl-	N-msc	Noun - masculine singular construct	3605								 all 				
28193	0	28077	1204	Hebrew	חַרְטֻמֵּ֥י	חַרְטֻמֵּ֥י	ḥar·ṭum·mê	N-mpc	Noun - masculine plural construct	2748								 the magicians 				
28196	0	28078	1204	Hebrew	כָּל־	כָּל־	kāl-	N-msc	Noun - masculine singular construct	3605								 and 				
28197	0	28079	1204	Hebrew	חֲכָמֶ֑יהָ	חֲכָמֶ֑יהָ	ḥă·ḵā·me·hā	Adj-mpc | 3fs	Adjective - masculine plural construct | third person feminine singular	2450								 wise men 				
28194	0	28080	1204	Hebrew	מִצְרַ֖יִם	מִצְרַ֖יִם	miṣ·ra·yim	N-proper-fs	Noun - proper - feminine singular	4714								 of Egypt 	.			
28195	0	28081	1204	Hebrew	וְאֶת־	וְאֶת־	wə·’eṯ-	Conj-w | DirObjM	Conjunctive waw | Direct object marker	853								 - 				
28199	0	28082	1204	Hebrew	פַּרְעֹ֤ה	פַּרְעֹ֤ה	par·‘ōh	N-proper-ms	Noun - proper - masculine singular	6547								 Pharaoh 				
28198	0	28083	1204	Hebrew	וַיְסַפֵּ֨ר	וַיְסַפֵּ֨ר	way·sap·pêr	Conj-w | V-Piel-ConsecImperf-3ms	Conjunctive waw | Verb - Piel - Consecutive imperfect - third person masculine singular	5608								 told 				
28200	0	28084	1204	Hebrew	לָהֶם֙	לָהֶם֙	lā·hem	Prep | 3mp	Preposition | third person masculine plural									 them 				
28201	0	28085	1204	Hebrew	אֶת־	אֶת־	’eṯ-	DirObjM	Direct object marker	853								 - 				
28202	0	28086	1204	Hebrew	חֲלֹמ֔וֹ	חֲלֹמ֔וֹ	ḥă·lō·mōw	N-msc | 3ms	Noun - masculine singular construct | third person masculine singular	2472								 his dreams 	,			
28203	0	28087	1204	Hebrew	וְאֵין־	וְאֵין־	wə·’ên-	Conj-w | Adv	Conjunctive waw | Adverb	369								 but no one 				
28204	0	28088	1204	Hebrew	פּוֹתֵ֥ר	פּוֹתֵ֥ר	pō·w·ṯêr	V-Qal-Prtcpl-ms	Verb - Qal - Participle - masculine singular	6622								 could interpret 				
28205	0	28089	1204	Hebrew	אוֹתָ֖ם	אוֹתָ֖ם	’ō·w·ṯām	DirObjM | 3mp	Direct object marker | third person masculine plural	853								 them 				
28206	0	28090	1204	Hebrew	לְפַרְעֹֽה׃	לְפַרְעֹֽה׃	lə·p̄ar·‘ōh	Prep-l | N-proper-ms	Preposition-l | Noun - proper - masculine singular	6547								 for him 	.			
28207	0	28091	1204	Hebrew																		
28208	0	28092	1204	Hebrew																		
28209	0	28093	1204	Hebrew																		
28210	0	28094	1204	Hebrew																		
28211	0	28095	1204	Hebrew																		
28212	0	28096	1204	Hebrew																		
28213	0	28097	1204	Hebrew																		
28214	0	28098	1204	Hebrew																		
28215	0	28099	1204	Hebrew																		
28216	0	28100	1204	Hebrew																		
28218	0	28101	1205	Hebrew	שַׂ֣ר	שַׂ֣ר	śar	N-msc	Noun - masculine singular construct	8269		Genesis 41:9			<p class=|reg|>			 Then the chief 				
28219	0	28102	1205	Hebrew	הַמַּשְׁקִ֔ים	הַמַּשְׁקִ֔ים	ham·maš·qîm	Art | N-mp	Article | Noun - masculine plural	4945								 cupbearer 				
28217	0	28103	1205	Hebrew	וַיְדַבֵּר֙	וַיְדַבֵּר֙	way·ḏab·bêr	Conj-w | V-Piel-ConsecImperf-3ms	Conjunctive waw | Verb - Piel - Consecutive imperfect - third person masculine singular	1696								 said 				
28220	0	28104	1205	Hebrew	אֶת־	אֶת־	’eṯ-	Prep	Preposition	854								 to 				
28221	0	28105	1205	Hebrew	פַּרְעֹ֖ה	פַּרְעֹ֖ה	par·‘ōh	N-proper-ms	Noun - proper - masculine singular	6547								 Pharaoh 	,			
28222	0	28106	1205	Hebrew	לֵאמֹ֑ר	לֵאמֹ֑ר	lê·mōr	Prep-l | V-Qal-Inf	Preposition-l | Verb - Qal - Infinitive construct	559								 . . . 				
28223	0	28107	1205	Hebrew	אֶת־	אֶת־	’eṯ-	DirObjM	Direct object marker	853								 - 				
28227	0	28108	1205	Hebrew	הַיּֽוֹם׃	הַיּֽוֹם׃	hay·yō·wm	Art | N-ms	Article | Noun - masculine singular	3117							“	 Today 				
28225	0	28109	1205	Hebrew	אֲנִ֖י	אֲנִ֖י	’ă·nî	Pro-1cs	Pronoun - first person common singular	589								 I 				
